age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
30,16,1,High School,Homemaker,61851,Same Religion,0,6.74951540283754,0,Collaborative,3.3661408938247157,1,0,0,4.964990902631492,2,Love,1,0,7.151794186787531,0
20,1,4,High School,Part-time,21280,Same Religion,1,8.001015635325313,0,Avoidant,6.614875546887868,0,0,0,4.625629944491047,5,Arranged,0,0,4.673306499701027,1
25,40,0,Master,Full-time,64483,Not Religious,1,4.909994968659962,2,Collaborative,5.227421714977842,0,0,0,5.757820135244449,4,Love,0,0,5.667182390234507,1
31,1,0,No Formal Education,Full-time,58876,Same Religion,0,6.325354893783018,3,Collaborative,9.555341280959247,0,0,0,6.945315500551854,5,Love,1,0,5.489012644880013,1
21,15,3,Bachelor,Unemployed,48522,Not Religious,1,3.6893890760731938,4,Collaborative,4.235688410825025,0,0,0,7.548520895563446,2,Arranged,0,0,8.933919846567738,1
29,5,3,High School,Full-time,69437,Different Religion,1,3.395767346577508,3,Aggressive,3.9384059708255874,0,0,0,7.0689613111288,3,Love,1,1,8.428220176882853,0
21,6,1,High School,Homemaker,65931,Same Religion,1,6.724884909253257,2,Aggressive,5.923655470601362,0,0,0,8.580889687670473,6,Other,0,1,6.952273113529739,0
30,21,2,High School,Full-time,92101,Same Religion,1,10.0,4,Avoidant,5.865894827577626,0,0,0,4.461078875535521,5,Love,0,0,5.141495168528955,1
27,5,4,Bachelor,Full-time,72260,Same Religion,1,7.320678597026664,2,Collaborative,4.698353313637819,1,0,0,6.652356009794325,4,Love,1,0,3.868016382174844,1
19,7,0,Bachelor,Homemaker,58737,Not Religious,1,3.569089086308659,3,Collaborative,2.696576722375612,0,0,0,4.984422410604525,2,Love,1,0,3.883008273975763,0
33,1,1,Bachelor,Homemaker,14373,Same Religion,1,3.744246471382198,2,Avoidant,5.355046925729849,1,0,0,5.712455626847832,1,Love,1,0,8.587691010141409,1
24,1,1,High School,Part-time,78592,Same Religion,0,7.2318478137514495,2,Avoidant,6.158872214919435,0,1,0,5.6776129943359015,0,Love,0,0,8.719173789561944,0
23,2,0,High School,Full-time,78753,Not Religious,1,7.441548930359204,2,Passive,2.874517326895252,0,0,0,3.1221891859215085,2,Love,1,0,4.537718220092593,1
29,11,1,Bachelor,Unemployed,86472,Same Religion,0,6.109512622646762,3,Avoidant,2.158571420774444,0,0,0,6.375235000850179,1,Arranged,0,0,7.207885778366757,0
33,1,4,Master,Full-time,14245,Same Religion,1,5.578701456711608,1,Collaborative,5.926683976898554,0,0,0,6.134892732052777,3,Love,1,0,8.946129382725724,1
22,1,4,Bachelor,Full-time,64101,Same Religion,0,7.044509566785727,2,Collaborative,10.0,0,0,0,5.982820662011609,3,Love,1,0,2.4839498634716413,0
28,5,2,No Formal Education,Full-time,73170,Same Religion,1,3.937227044093176,2,Collaborative,8.16448794589272,0,0,1,5.327750627343272,3,Love,1,1,3.2203750282036814,1
30,10,0,Bachelor,Part-time,84031,Same Religion,0,8.054881517335476,1,Avoidant,4.535824987723195,0,0,0,1.6385029282628434,2,Love,1,0,5.141992025413817,1
31,12,1,High School,Unemployed,72037,Same Religion,1,6.707423246741042,4,Collaborative,4.487582412756774,1,1,1,6.2256878150732895,3,Love,0,0,5.581355753479438,0
28,1,0,High School,Full-time,61211,Same Religion,1,4.387107266745375,2,Collaborative,5.434691682945098,0,0,0,7.110773344651651,5,Love,1,0,6.580440875375577,1
26,1,0,Bachelor,Homemaker,39632,Same Religion,1,5.831259041154555,4,Passive,3.5548594844565184,0,0,0,9.369151217546005,4,Love,1,1,4.081214776292764,1
23,28,1,Bachelor,Full-time,57658,Different Religion,1,10.0,2,Collaborative,6.035196837434414,0,0,1,6.729976471193581,6,Love,1,0,7.637480199507857,0
28,3,2,Bachelor,Full-time,67776,Different Religion,1,5.412985010297922,1,Collaborative,1.3490547404075943,0,0,1,10.0,0,Other,1,1,3.265062869813892,0
22,19,2,Master,Part-time,75656,Same Religion,0,7.126043289810634,3,Aggressive,3.8889517063772168,0,1,0,6.035882321753758,3,Other,1,0,7.997486195102367,0
18,19,5,Master,Unemployed,28275,Same Religion,1,7.668698288531095,1,Passive,8.432717114317601,1,0,1,6.452160453811361,2,Arranged,0,0,7.378494803210833,1
30,14,5,High School,Homemaker,65908,Same Religion,1,6.384621142300303,4,Collaborative,6.822055661620987,0,0,0,5.574962882212906,6,Love,0,0,4.273093385939848,0
32,1,3,Master,Unemployed,30544,Same Religion,0,5.196067230271746,2,Collaborative,6.762920500851285,0,0,0,4.977749689154579,1,Arranged,0,0,3.827162367419394,0
18,17,2,Bachelor,Full-time,65317,Same Religion,0,4.544029019874676,3,Avoidant,7.852212641438108,0,0,0,7.156048806228696,3,Love,1,0,6.929581731915975,0
22,14,3,Bachelor,Homemaker,37052,Not Religious,1,5.6507043013578295,3,Collaborative,4.203518589631341,0,0,1,8.5259917187443,1,Love,1,0,3.0484377965900027,0
31,9,1,Bachelor,Homemaker,31139,Same Religion,1,5.714456507813668,3,Avoidant,1.5423522729468293,0,0,0,7.056378050421527,2,Arranged,1,0,4.8491200683266,0
38,4,1,Bachelor,Full-time,96209,Same Religion,1,8.550001088152994,1,Avoidant,5.542912351906022,0,0,1,6.460681577634071,1,Love,0,0,2.286568397354201,0
28,3,3,High School,Part-time,32356,Different Religion,1,9.20024834711566,3,Collaborative,6.197611920834743,0,0,1,5.277983894464655,5,Love,1,0,3.9542898004348856,0
24,1,2,Bachelor,Part-time,47266,Different Religion,1,9.622394474809765,4,Aggressive,9.368342426091816,0,0,0,5.9155184172431765,4,Love,1,0,7.666350466179531,0
27,7,0,Bachelor,Full-time,59592,Not Religious,1,5.298156237023544,1,Collaborative,3.2895757458083663,1,0,0,5.953683931420691,1,Arranged,1,0,9.252939446267114,0
34,8,0,Bachelor,Homemaker,18351,Same Religion,1,8.099132422915137,3,Collaborative,4.385189404630729,0,1,0,6.499734152150965,1,Love,1,0,4.968923065403633,1
24,4,1,High School,Full-time,75707,Same Religion,1,6.558407505614825,1,Avoidant,7.97603549255985,0,0,0,6.219699017217402,1,Love,0,0,5.282106798930961,0
24,6,1,High School,Part-time,45985,Same Religion,1,3.84276197574093,1,Aggressive,7.257516068906535,0,0,0,4.18038568444533,6,Love,1,0,5.916064883348165,0
25,4,3,High School,Full-time,39596,Same Religion,1,3.031853366474981,2,Passive,1.360051922004191,1,1,0,8.851186016938954,0,Love,1,0,3.96080454671862,1
23,10,1,Bachelor,Part-time,78487,Same Religion,1,5.354579807858304,1,Passive,7.928299547441907,0,1,0,9.99770517159454,2,Love,0,0,6.915202591615868,0
28,23,2,Master,Unemployed,33282,Not Religious,1,5.715920728362543,3,Collaborative,9.383947516632231,1,0,0,5.92556839542484,6,Other,1,1,4.019097096037172,0
36,1,2,High School,Full-time,68952,Different Religion,1,4.2116534558805485,3,Collaborative,3.754645528678942,1,0,1,6.19185912247228,0,Love,1,0,6.897749527079364,0
29,4,3,Bachelor,Full-time,60471,Same Religion,0,8.473046031830659,3,Collaborative,7.9190870231826755,0,0,0,7.207727780125265,2,Other,1,0,6.256676660707634,0
26,1,1,Bachelor,Homemaker,61145,Same Religion,0,8.975543275422378,2,Avoidant,6.709185837693775,0,0,0,4.505108502636827,2,Love,1,0,8.614981370428968,0
26,9,1,Master,Unemployed,58872,Not Religious,0,5.626247344063019,3,Collaborative,2.9140536457211814,0,0,1,7.039023196824237,5,Love,1,0,4.717375317312805,0
20,13,0,High School,Part-time,62572,Same Religion,1,9.061077100849475,3,Collaborative,1.797094611782879,0,0,1,5.065155753777287,5,Arranged,1,0,5.294712455799365,0
32,26,2,High School,Full-time,14457,Not Religious,1,6.851479615115175,2,Collaborative,6.055036864262361,0,0,1,5.311818545430997,1,Other,1,0,6.390764353673857,0
27,3,0,High School,Full-time,42515,Different Religion,0,2.075746013709316,3,Collaborative,7.810907883847081,1,1,0,3.5125682054884764,1,Arranged,1,0,4.516147938159355,1
27,29,3,No Formal Education,Unemployed,41734,Not Religious,0,1.937457832273356,1,Collaborative,4.1549559218065,0,1,0,5.166916466481105,3,Love,1,0,3.940911545095781,0
43,1,1,Bachelor,Unemployed,82150,Not Religious,0,6.682084487537472,5,Collaborative,2.088495407178371,0,0,0,6.448556075284334,3,Love,0,0,2.8876890713349668,1
29,9,0,High School,Full-time,63172,Same Religion,1,5.691447499280265,3,Collaborative,1.0,1,0,0,9.476124508194829,5,Love,1,0,4.097390104515274,0
24,1,3,High School,Part-time,60226,Different Religion,1,4.136059611016123,1,Collaborative,5.350816723819582,0,0,0,5.501625754626232,2,Love,1,0,4.945018247805483,0
25,22,3,High School,Full-time,97112,Same Religion,0,6.873355070352086,2,Avoidant,3.152597333271379,0,1,0,4.972296541803647,3,Love,0,0,6.214754824135994,0
33,7,2,High School,Full-time,19510,Same Religion,1,10.0,9,Aggressive,2.9530126415378515,0,0,0,6.89126221863522,5,Love,0,0,5.570173587402593,0
28,11,0,Master,Part-time,88289,Same Religion,1,6.142480658898583,3,Collaborative,9.28293210390715,0,1,0,8.346884090837662,3,Arranged,1,0,9.122843104184522,0
20,17,0,Bachelor,Full-time,60235,Same Religion,1,5.152105705415766,2,Aggressive,6.940025335502821,0,0,1,8.765286514102883,6,Love,1,0,7.79600808719237,0
32,1,1,Bachelor,Full-time,44896,Same Religion,1,4.598510405063007,2,Avoidant,6.738094280768741,0,0,1,3.1383372062757804,1,Love,1,0,6.897162321490223,1
24,1,2,Bachelor,Unemployed,49314,Same Religion,1,3.630662200342662,3,Avoidant,4.877911472427549,0,0,1,6.195648952004183,3,Love,0,0,8.328854934068207,1
37,21,1,Bachelor,Full-time,50036,Same Religion,1,7.629196684177152,1,Avoidant,6.34837434297054,0,1,0,9.652080287033629,6,Love,1,0,8.687168249888424,0
33,3,2,High School,Unemployed,90001,Not Religious,1,5.146599573986861,4,Aggressive,5.78669263048298,0,0,1,3.508861992719925,4,Love,1,0,5.824259526972168,1
25,1,0,Bachelor,Part-time,64783,Same Religion,1,5.725273836215814,3,Aggressive,4.150170475898582,0,0,1,6.441209747824077,2,Love,1,0,8.927608836135267,0
34,6,4,Bachelor,Unemployed,73729,Same Religion,1,5.182296885678436,2,Collaborative,4.9573673282843895,0,0,0,6.565444219576576,2,Love,0,0,7.8433266309756355,0
28,9,2,High School,Full-time,45156,Same Religion,1,9.208668402493975,0,Passive,8.081280219852948,0,1,0,3.2717124094553403,0,Love,1,0,2.8074455461161576,1
32,1,3,Bachelor,Full-time,62223,Same Religion,0,3.1599142665076214,1,Passive,5.891395886517672,0,0,0,7.078584761058783,2,Love,0,0,1.7065975402164255,0
30,3,1,Master,Part-time,78185,Different Religion,1,7.371290604958982,1,Collaborative,10.0,0,0,0,7.215787253824336,3,Love,1,1,2.4840383123540404,0
23,1,1,High School,Full-time,82523,Not Religious,1,7.740515855645168,2,Collaborative,8.239251149658894,0,1,0,4.9026846775790665,0,Love,0,0,5.136233979001375,1
24,5,2,Master,Unemployed,33204,Same Religion,1,4.52387196717169,2,Collaborative,4.84452559500274,0,1,0,3.61334119717182,4,Arranged,1,0,3.911012167318198,1
33,22,2,High School,Part-time,76171,Same Religion,1,7.212245867842391,1,Aggressive,5.551673558063368,0,1,1,8.764695602562902,4,Arranged,1,0,10.0,0
26,40,3,Bachelor,Full-time,57082,Different Religion,1,5.66045458499003,2,Collaborative,5.059685580924357,0,1,0,3.776105609714964,1,Arranged,1,0,6.165970295306337,0
25,10,0,Bachelor,Part-time,67307,Same Religion,1,7.6284374266022175,4,Avoidant,8.550769458804222,0,0,0,8.916747495086339,3,Love,0,0,5.623809815819741,0
23,1,1,Bachelor,Homemaker,49439,Same Religion,1,4.061556240121629,3,Collaborative,2.104371090470578,1,0,0,6.75602550428425,3,Love,1,0,3.2396897105298086,0
30,23,2,High School,Full-time,90516,Different Religion,1,6.538985943118478,1,Avoidant,4.703519565260198,0,1,0,5.670937126191419,3,Love,1,0,6.028146895704987,1
38,7,1,Master,Full-time,65203,Different Religion,1,6.145149219773124,1,Avoidant,6.7911150825952005,1,0,0,8.760887541577839,4,Love,0,0,4.5081510448246105,1
22,1,2,No Formal Education,Unemployed,48239,Same Religion,1,7.084220600157238,2,Collaborative,6.376157923130094,0,0,0,5.479751126399856,0,Love,1,0,6.036383664366469,0
28,25,2,High School,Full-time,50221,Same Religion,0,1.2364819905429236,2,Aggressive,8.768579748665225,0,0,0,5.97395948110923,2,Arranged,0,0,3.081353243778934,1
35,14,1,Master,Full-time,77188,Different Religion,1,4.562870552498473,5,Aggressive,4.011523264437446,1,0,0,7.432522995652784,5,Love,1,0,7.481970565761652,0
27,13,1,Bachelor,Full-time,74430,Same Religion,0,7.17133129787492,4,Collaborative,1.1165823822269578,0,0,1,4.672687605276336,4,Love,0,0,6.666310802025593,0
30,12,1,PhD,Full-time,61611,Not Religious,0,9.502686535134275,0,Avoidant,6.299366875334556,0,0,0,6.491178983418172,3,Love,0,0,4.787662575569453,0
22,2,1,High School,Part-time,52263,Same Religion,0,8.095404024538986,2,Avoidant,5.548768750512098,0,0,1,3.67075046535505,2,Love,1,0,6.301393251968448,0
30,2,4,Master,Part-time,79102,Same Religion,0,6.807581988800376,0,Avoidant,6.181685065136707,0,1,0,7.247383794588482,1,Love,1,0,6.271865277724303,1
27,11,2,High School,Homemaker,49476,Same Religion,1,4.304910917664629,4,Collaborative,4.0815593824961365,0,0,0,4.614658986861359,2,Love,0,0,8.221166603901256,1
32,2,3,Master,Unemployed,48470,Not Religious,1,6.596918610518069,1,Avoidant,6.590028904401792,0,0,0,6.592136855312569,4,Love,0,0,6.285462706006293,0
33,5,0,Bachelor,Homemaker,110521,Different Religion,0,7.171072553918529,2,Passive,4.436689190487763,1,0,0,10.0,2,Love,0,0,6.761531659213746,1
40,15,1,Bachelor,Full-time,67574,Not Religious,1,9.56172604316073,1,Aggressive,6.733070608837675,0,0,0,4.42339200784734,3,Arranged,1,0,9.030117101257664,0
30,15,1,High School,Full-time,58355,Same Religion,1,4.229624207966502,3,Aggressive,4.683423765773077,0,0,0,9.254098158033846,3,Love,0,0,3.219606195967183,1
29,6,1,Master,Homemaker,51113,Not Religious,1,5.242534740284165,2,Avoidant,8.987404458956897,1,0,1,5.791100611440949,3,Love,1,0,7.25076315620403,0
28,15,2,Bachelor,Full-time,55794,Not Religious,1,10.0,5,Collaborative,1.0,1,0,0,7.637683448628378,3,Love,0,0,4.961063294371025,0
26,18,1,Bachelor,Unemployed,84957,Same Religion,1,5.602743514104129,0,Passive,1.0,0,1,0,8.019713721715808,7,Other,0,0,5.208102861206812,1
29,10,1,Bachelor,Full-time,76571,Not Religious,1,6.981040994173883,1,Aggressive,6.6645005619118685,0,0,0,7.530294525693936,2,Love,1,0,8.28339751187871,0
26,2,1,Master,Unemployed,47021,Not Religious,0,3.881444784257143,4,Aggressive,1.3370864431231966,1,0,0,6.498114143825616,4,Love,0,0,8.341615736078179,0
28,3,2,Bachelor,Homemaker,53399,Not Religious,1,5.315281414300139,3,Aggressive,5.4311595601293225,0,0,0,2.2768709572300483,5,Love,0,0,4.124194207963743,0
34,3,0,High School,Full-time,33691,Not Religious,1,6.650102167668894,0,Passive,3.80273119212339,0,1,0,7.856645906640243,5,Love,1,0,1.0827842280125806,1
22,1,2,PhD,Full-time,65263,Different Religion,1,5.239006574589573,1,Aggressive,8.374131915810114,0,1,0,6.113466667935779,4,Love,1,0,4.7912130546109015,1
33,3,2,Bachelor,Full-time,10000,Not Religious,1,6.362719945217865,3,Collaborative,5.147721719018594,0,0,1,4.603449744878578,3,Love,1,0,6.909016087169332,0
34,2,2,Bachelor,Full-time,29178,Same Religion,1,6.51093470273492,3,Aggressive,3.712045059232813,1,0,0,4.885127397121659,5,Love,1,0,6.004969531072945,0
27,6,4,High School,Full-time,61846,Different Religion,1,6.141942624900759,4,Collaborative,9.214025138167452,0,0,0,3.3147593337039765,3,Love,1,1,6.200941281296205,1
18,23,1,Master,Part-time,10000,Same Religion,0,4.500855800211978,1,Passive,6.613870352314616,0,0,0,6.289019349813128,3,Love,0,0,4.328894949379236,1
24,1,2,High School,Full-time,105683,Different Religion,1,7.656520672749337,1,Collaborative,2.2056070830348022,0,0,0,5.076679607803932,3,Other,1,0,5.849330597343171,0
34,12,1,Bachelor,Full-time,42266,Different Religion,1,6.362575309211146,0,Passive,1.0,0,0,0,5.3326429627449805,3,Love,1,0,5.255448538217043,1
27,11,3,Master,Full-time,69675,Different Religion,0,4.668756020286849,4,Collaborative,8.313362427752237,0,0,0,7.475816458610413,2,Love,0,0,10.0,0
23,1,1,High School,Part-time,85355,Not Religious,1,4.389227820190127,0,Passive,5.837965007840563,1,0,1,5.411318147083137,5,Love,0,0,7.502818301798343,0
25,25,4,Master,Full-time,65371,Same Religion,1,3.9391957125794974,1,Collaborative,7.1614100176294,0,1,0,6.480271519286428,2,Arranged,1,0,6.133596429458168,1
32,8,0,Bachelor,Unemployed,59897,Same Religion,0,8.409780024676202,2,Collaborative,7.938763156089082,0,0,1,5.213223796031865,2,Love,1,0,5.5294993750338906,0
30,4,2,Bachelor,Homemaker,48644,Same Religion,1,4.573431516533999,2,Collaborative,6.503103956944591,1,0,1,6.4177608789939775,3,Love,1,0,4.374543890636679,0
26,14,0,Bachelor,Full-time,33638,Same Religion,1,4.18010582777859,1,Avoidant,5.771103650292225,0,0,0,4.468654725195281,4,Love,1,0,4.253425262353122,1
26,2,2,Bachelor,Full-time,50487,Different Religion,1,4.021960882921578,1,Aggressive,4.723402226194983,0,0,0,3.3553049190723967,3,Love,0,0,6.791208030464955,0
26,11,2,High School,Unemployed,62060,Same Religion,1,2.021771340929612,0,Avoidant,6.084820034473058,1,1,0,5.283740349811898,5,Arranged,1,0,6.228172473404219,1
23,1,0,High School,Full-time,59481,Same Religion,1,10.0,1,Avoidant,4.186622596976312,0,0,0,5.220835074599816,1,Arranged,1,0,7.321451775521625,0
36,18,3,PhD,Full-time,40901,Same Religion,1,6.177864342892565,2,Passive,8.344192509064593,0,0,0,4.841542456137288,4,Love,1,0,4.024877293631207,0
26,5,4,High School,Part-time,81268,Same Religion,1,4.228760761490909,0,Avoidant,6.767448507847856,1,0,0,6.570085546664033,5,Arranged,1,0,6.511390662771731,0
34,10,1,Master,Full-time,31388,Different Religion,1,5.311911475363719,3,Aggressive,8.712885622085707,0,0,0,8.611393207104822,7,Love,0,0,7.17265543017342,1
35,2,2,High School,Full-time,71898,Different Religion,1,3.4867411763086458,1,Aggressive,5.840819992949172,0,0,0,3.094421195919141,5,Arranged,0,0,4.950911006013742,0
32,11,2,Bachelor,Homemaker,77014,Same Religion,0,6.368834242483829,3,Collaborative,5.209916320241862,0,0,0,7.359606375419249,2,Love,0,0,7.613555753260721,0
25,14,0,Master,Full-time,64760,Different Religion,0,5.697162130270815,3,Collaborative,4.790879171453062,0,0,1,9.157345851978524,5,Love,1,0,4.146872089355032,0
30,6,1,High School,Homemaker,93277,Same Religion,1,8.227199567505961,4,Collaborative,9.278322929666793,0,0,0,7.465786547543547,1,Arranged,0,0,4.04592202198831,1
27,9,1,Master,Full-time,68111,Different Religion,1,4.601856906314561,1,Collaborative,2.049981212282566,0,0,0,6.41671373967973,1,Love,0,0,7.291969094705178,0
23,6,3,Bachelor,Unemployed,87575,Same Religion,1,6.722907458088662,0,Aggressive,1.0,0,0,0,6.686561322295876,3,Love,1,0,5.246975012324915,1
29,22,0,Bachelor,Part-time,10000,Not Religious,1,6.037100275817782,0,Passive,4.523118854897322,0,0,0,7.426538075804002,4,Love,1,0,8.731683114583184,0
22,6,3,Bachelor,Full-time,78758,Same Religion,1,4.286267553093824,2,Avoidant,4.743778710851655,1,0,0,1.0,1,Love,0,0,5.334990581008685,0
33,18,0,Bachelor,Unemployed,71713,Different Religion,1,6.719318203983241,2,Aggressive,7.775658867732264,0,0,0,1.905305719605833,4,Love,0,0,9.737603950748069,1
25,16,2,Bachelor,Homemaker,70697,Same Religion,0,5.839477823196773,0,Collaborative,8.486880792529742,1,0,0,6.285550670135188,2,Arranged,0,0,5.206167768894629,0
29,5,2,Master,Full-time,72343,Same Religion,1,7.991108354171327,1,Avoidant,4.698852304371646,0,1,0,6.094729953905564,4,Love,0,0,7.044161801610306,1
29,2,2,Bachelor,Unemployed,50377,Same Religion,1,6.804445526459106,2,Collaborative,3.97974570536602,0,0,0,8.70883709443224,3,Love,0,0,6.6562177853612825,1
26,5,1,High School,Full-time,75177,Same Religion,1,5.041291457099727,3,Aggressive,1.0,0,1,0,5.855964890635483,1,Love,1,0,5.934972413996052,1
30,17,0,Master,Unemployed,95627,Not Religious,0,7.7779162834093505,3,Avoidant,10.0,0,1,0,4.610719292879509,2,Love,1,0,6.318888252121701,0
25,2,4,Master,Unemployed,22443,Same Religion,1,6.578817048289753,1,Aggressive,6.581709553969533,0,0,0,3.0519986072170235,2,Arranged,0,0,3.826328571513388,0
32,7,0,Bachelor,Full-time,83798,Different Religion,0,4.959493849030767,2,Collaborative,8.344832052624763,0,0,0,5.133204838069311,5,Love,1,0,7.95551671905712,1
21,16,2,Bachelor,Full-time,57423,Different Religion,1,7.893278354940511,1,Avoidant,7.775221503732714,0,0,0,4.507490397142841,1,Arranged,1,0,2.142347306487271,0
28,4,0,Bachelor,Full-time,46808,Same Religion,0,7.734781257320425,0,Collaborative,1.0,0,0,0,6.582078236933791,2,Love,1,0,3.815227377795325,0
37,10,0,Bachelor,Homemaker,35788,Same Religion,1,4.192090193768125,4,Collaborative,3.7801401916376367,0,0,1,7.294495465961927,0,Arranged,1,0,6.144873007585933,0
22,2,4,Bachelor,Full-time,67596,Not Religious,1,4.544706315492203,3,Collaborative,5.01053604001549,0,0,0,3.6885208923291657,1,Love,0,0,2.0976645562685587,1
24,1,2,No Formal Education,Part-time,91651,Same Religion,0,6.24804812912216,2,Aggressive,4.595168841237608,0,0,0,7.607060874886011,3,Love,0,0,7.915402315087795,1
30,15,1,High School,Full-time,52221,Same Religion,1,5.29263426135154,2,Collaborative,7.120076570999061,1,0,0,1.0,2,Arranged,0,0,4.753781541926907,1
28,1,1,Bachelor,Unemployed,73333,Different Religion,1,5.354077901534276,1,Passive,1.651984959628188,0,0,0,8.537948330875565,6,Love,0,0,5.161276517239438,0
29,3,1,Master,Part-time,59790,Same Religion,0,4.41107600290566,2,Avoidant,3.960305519215998,0,0,1,4.232155599420822,3,Love,1,0,8.458351294361039,1
30,19,0,Bachelor,Unemployed,27130,Same Religion,1,6.344440907601462,2,Passive,5.005731892380686,0,0,0,8.126383959549148,6,Arranged,0,0,7.877629616804098,1
31,4,3,Master,Homemaker,56413,Same Religion,1,6.4445704520027896,2,Aggressive,2.653768310149164,0,0,0,4.559818722071656,2,Other,1,0,6.925324755956764,0
33,36,0,Bachelor,Full-time,46706,Not Religious,1,3.136237069962897,3,Aggressive,7.379232609150458,0,0,0,6.4160189912731305,5,Love,0,0,6.923659073767531,0
30,38,0,High School,Full-time,39730,Same Religion,1,5.227462810173122,1,Avoidant,5.731418580133884,0,1,0,4.916937122564308,3,Love,0,0,9.75803421750211,1
26,3,2,Master,Homemaker,51393,Not Religious,1,4.87387555829176,3,Avoidant,8.046076391862755,0,0,0,7.338597670573401,3,Love,1,0,9.486279598704314,1
31,1,4,Bachelor,Full-time,53632,Same Religion,1,6.553932165688558,4,Collaborative,10.0,0,0,0,4.028520907614016,4,Love,1,0,1.748942906374511,0
37,12,1,Master,Unemployed,80131,Same Religion,1,7.1431487170702255,0,Collaborative,4.561712073085256,1,0,0,2.987106019942292,2,Love,0,0,7.048305417019744,0
27,5,1,High School,Unemployed,60471,Not Religious,1,7.44687812874758,5,Avoidant,7.131151122444122,0,0,0,7.1605775802335625,3,Love,1,0,6.588581868990495,0
23,1,1,Master,Part-time,31903,Same Religion,1,5.2595329397486,3,Passive,1.0,0,0,0,4.89771030867401,3,Love,1,0,3.495196220588928,0
33,12,0,Bachelor,Full-time,84131,Same Religion,1,7.070470694474733,1,Collaborative,1.344288205137505,0,0,0,9.389445933850787,5,Love,0,0,4.541018793372791,0
27,1,3,High School,Full-time,67702,Same Religion,1,2.999274115390927,3,Aggressive,5.80432910829205,0,0,0,6.9571208498956745,0,Love,0,0,9.86269142163396,1
18,20,0,Bachelor,Part-time,65618,Not Religious,1,8.664202278823993,3,Aggressive,4.223246759412867,0,0,0,8.301821817423802,2,Love,1,0,5.791958931517737,0
32,1,1,Bachelor,Full-time,77470,Same Religion,1,4.610515542284153,1,Avoidant,9.033094184755146,0,1,0,8.459060598433783,3,Love,1,0,6.607459121273724,1
25,1,2,High School,Part-time,59567,Different Religion,1,3.305349779817245,0,Collaborative,6.552941168333046,0,0,1,5.0937190504123695,2,Love,1,0,6.341810528956341,0
27,1,2,Bachelor,Full-time,49271,Same Religion,0,4.622165070228507,3,Collaborative,1.4224156937968493,0,0,0,5.996339710340802,3,Love,0,0,5.076116717796642,0
29,32,1,Bachelor,Full-time,66931,Same Religion,1,8.89286332728782,0,Aggressive,5.769704025236011,0,1,0,6.648156080293853,5,Love,1,0,7.345600190978356,0
28,11,0,High School,Full-time,72458,Same Religion,1,7.269968811269056,1,Collaborative,3.871225835291432,0,0,1,4.4296322999118,0,Love,0,0,10.0,1
31,16,3,Master,Homemaker,67628,Not Religious,1,9.58085124672808,2,Passive,8.34478760384177,1,0,0,4.770059416795009,1,Love,1,0,6.192368894225782,1
25,5,2,Bachelor,Part-time,76220,Different Religion,1,6.602034260704918,4,Collaborative,4.488383765830153,1,0,0,6.080283840434839,0,Love,1,0,6.227834653143518,0
30,4,2,High School,Part-time,62009,Different Religion,1,8.714027043151656,1,Collaborative,4.193291996942596,0,0,0,8.388959617260586,6,Arranged,1,0,6.826361834837197,0
26,2,3,Bachelor,Homemaker,40088,Same Religion,0,5.28362535403798,2,Aggressive,2.51442011356574,0,1,0,6.120097361904665,1,Arranged,1,0,4.966209215244177,0
31,6,3,Bachelor,Part-time,47416,Same Religion,1,3.385541766585616,5,Avoidant,2.1312223438863453,0,0,0,6.65924446050848,5,Love,1,0,6.101484007023091,0
31,8,1,PhD,Homemaker,87452,Different Religion,1,6.731830328703263,3,Passive,3.02914944782332,0,0,0,7.306752302049954,4,Love,0,0,6.426270702017676,1
23,9,3,High School,Full-time,60654,Different Religion,1,6.148854233221473,1,Collaborative,7.425421771329118,0,1,0,8.331435309565464,1,Love,0,0,4.421528442345352,0
33,2,1,Bachelor,Unemployed,37449,Different Religion,0,7.00067788456082,2,Collaborative,9.257975036480584,0,0,0,7.40908675581112,4,Love,1,0,5.547670349867098,0
25,29,3,High School,Full-time,35562,Same Religion,0,7.664534712490418,0,Avoidant,9.064504357177436,0,0,1,5.477845864038218,5,Arranged,0,0,7.465223167468959,1
32,1,1,Master,Unemployed,33220,Not Religious,1,6.804575562320041,2,Collaborative,6.182158040560589,0,0,0,5.382144981092165,4,Love,0,0,2.634692414888708,1
29,33,3,Bachelor,Homemaker,76477,Same Religion,0,5.810107689515953,0,Collaborative,3.054185922178934,0,0,0,1.0,2,Arranged,0,0,6.848934786682555,1
37,1,2,Master,Full-time,66195,Same Religion,1,5.901899341009139,2,Collaborative,1.9263764159141945,0,0,0,4.310122134390632,4,Arranged,0,0,1.0,0
26,6,3,Bachelor,Full-time,96894,Not Religious,1,6.963250129977335,3,Collaborative,5.589138799728108,0,0,0,7.115471051255172,2,Love,1,0,4.654116125841082,1
26,4,0,Master,Unemployed,71522,Different Religion,1,3.073295377127565,1,Passive,2.492619324587132,0,0,0,4.024859652008136,8,Love,1,0,9.63037089142033,0
